place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJF83lrpUJxkcRRltWeMDc91s,Alfonso's Mexican & Grill Restaurant,"In the beloved Utrechtsestraat in Amsterdam, located since 1986, you will find Alfonso's, an authentic Mexican restaurant. In a lively and friendly atmosphere you can enjoy the many famous specialties Mexico offers.
Several delicious fajitas, tacos burritos and tortillas adorn the menu.
Of course you can drink one of the cool Mexican beers or margaritas with the specialties on the table. You conclude your dinner with a tasty dessert or, for the real lover, a hearty coffee with a glass of tequila.",,516,4.3,"Name: El Vino
Link: https://www.google.com/maps/search/El+Vino/@52.3638878,4.88486?authuser=0&hl=en&entry=ttu
Reviews: 1852 reviews

Name: Los Pilones
Link: https://www.google.com/maps/search/Los+Pilones/@52.3650258,4.8863192?authuser=0&hl=en&entry=ttu
Reviews: 1742 reviews

Name: Salsa Shop
Link: https://www.google.com/maps/search/Salsa+Shop/@52.3660742,4.8997138?authuser=0&hl=en&entry=ttu
Reviews: 1246 reviews

Name: Colima
Link: https://www.google.com/maps/search/Colima/@52.3613219,4.8990735?authuser=0&hl=en&entry=ttu
Reviews: 279 reviews

Name: Mexican Restaurant
Link: https://www.google.com/maps/search/Mexican+Restaurant/@52.364385899999995,4.897919000000001?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",http://www.alfonsosrestaurant.com/,020 625 9426,,Alfonso's Mexican & Grill Restaurant (Owner),https://www.google.com/maps/contrib/103958702309574196901,https://lh3.ggpht.com/p/AF1QipOmCZ_nb_HJ0rW8saWPKBvYQYHcLgJME0ciPLDZ=s1024,Mexican restaurant,"Mexican restaurant, Restaurant",5-11 pm,,Open All Days,"Utrechtsestraat 29, 1017 VH Amsterdam","fajitas, steak, guacamole, margarita, cocktails, plate, employees, chimichanga, spicy, value",https://www.google.com/maps/place/Alfonso%27s+Mexican+%26+Grill+Restaurant/data=!4m7!3m6!1s0x47c60995aee5cd17:0x5bf7dcc078565b46!8m2!3d52.3647123!4d4.8980583!16s%2Fg%2F1tgz4p7v!19sChIJF83lrpUJxkcRRltWeMDc91s?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJr9XfzXMJxkcRds-30Cw5Fh0,La Condesa Taqueria,La Condesa is an authentic Mexican street food restaurant in the heart of Amsterdam,,482,4.7,"Name: Tacos & Tequila
Link: https://www.google.com/maps/search/Tacos+%26+Tequila/@52.363419799999996,4.885508199999999?authuser=0&hl=en&entry=ttu
Reviews: 2384 reviews

Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Colima
Link: https://www.google.com/maps/search/Colima/@52.3613219,4.8990735?authuser=0&hl=en&entry=ttu
Reviews: 279 reviews

Name: Tacos La Sinaloense
Link: https://www.google.com/maps/search/Tacos+La+Sinaloense/@52.367453999999995,4.8663498?authuser=0&hl=en&entry=ttu
Reviews: 28 reviews

Name: Mexican Restaurant
Link: https://www.google.com/maps/search/Mexican+Restaurant/@52.364385899999995,4.897919000000001?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",https://www.lacondesa.nl/,,,La Condesa Taqueria (Owner),https://www.google.com/maps/contrib/112632365167730107415,https://lh3.ggpht.com/p/AF1QipOdDj4pxjO2dTPRN43NDHOeDaoPHp66Q1v0SLRt=s1024,Restaurant,Restaurant,6-10:30 pm,,"Monday, Sunday","Herengracht 287h, 1016 BL Amsterdam","mexican, margaritas, birria, tacos al pastor, cochinita pibil, guacamole, tres leches cake, mezcal, clamato, soft opening",https://www.google.com/maps/place/La+Condesa+Taqueria/data=!4m7!3m6!1s0x47c60973cddfd5af:0x1d16392cd0b7cf76!8m2!3d52.3709193!4d4.8873576!16s%2Fg%2F11t20zythg!19sChIJr9XfzXMJxkcRds-30Cw5Fh0?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJ_9ucIDIJxkcRvKKi97YTHqo,Madre,"Ontdek Madre, het leukste Mexicaanse restaurant in Amsterdam! Geniet van modern Mexicaanse gerechten bereid met verse ingredienten, zoveel lokaal en biologische gesourced. Of je nu zin hebt in een gezellige avond in het restaurant of in lekkere drankjes in de cocktailbar,Madre biedt de perfecte sfeer. Goed nieuws: we zijn nu ook op maandag geopend! Madre is de ideale plek voor iedereen die op zoek is naar Mexicaans eten in Amsterdam. Reserveer snel en ervaar het leukste restaurant in de stad!",,1303,4.5,"Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Mr Haz Taco Bar
Link: https://www.google.com/maps/search/Mr+Haz+Taco+Bar/@52.3771853,4.8842137?authuser=0&hl=en&entry=ttu
Reviews: 749 reviews

Name: Rosario Cocina Mexicana
Link: https://www.google.com/maps/search/Rosario+Cocina+Mexicana/@52.3768074,4.8821277?authuser=0&hl=en&entry=ttu
Reviews: 537 reviews

Name: Caramba
Link: https://www.google.com/maps/search/Caramba/@52.3798166,4.8808922?authuser=0&hl=en&entry=ttu
Reviews: 505 reviews

Name: De Margaritabar
Link: https://www.google.com/maps/search/De+Margaritabar/@52.3634851,4.8854103?authuser=0&hl=en&entry=ttu
Reviews: 475 reviews",https://www.madre.amsterdam/,020 786 5860,,Madre (Owner),https://www.google.com/maps/contrib/103391186003635352565,https://lh3.ggpht.com/p/AF1QipOS2CtaTi2y24vcTzCO7vUB1GPr4mAlkmUS6lcB=s1024,Mexican restaurant,"Mexican restaurant, Cocktail bar, Event venue, Restaurant, Vegetarian restaurant",5 pm-1 am,,Sunday,"Westerstraat 186, 1015 MR Amsterdam","vegan, plant based, artichoke, acoustics, DJ, cauliflower wings, tasting menu, torrija, mushroom ceviche, mushroom tostada",https://www.google.com/maps/place/Madre/data=!4m7!3m6!1s0x47c60932209cdbff:0xaa1e13b6f7a2a2bc!8m2!3d52.3782813!4d4.8815861!16s%2Fg%2F11p76wchnc!19sChIJ_9ucIDIJxkcRvKKi97YTHqo?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJU85LW8UJxkcRMFSa-szmDBs,Mr Haz Taco Bar,"Home made tacos and great cocktails! A good bar to have a drink and a restaurant with culinary home made tacos. Best combined for a good night out in Amsterdam Centre. So don't wait and come for Friday drinks (vrijmibo), or another time like Sunday Lunch.",,749,4.2,"Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Madre
Link: https://www.google.com/maps/search/Madre/@52.3782813,4.8815861?authuser=0&hl=en&entry=ttu
Reviews: 1302 reviews

Name: Sombrero Mexico Restaurant
Link: https://www.google.com/maps/search/Sombrero+Mexico+Restaurant/@52.3763911,4.8947388?authuser=0&hl=en&entry=ttu
Reviews: 1103 reviews

Name: Rosario Cocina Mexicana
Link: https://www.google.com/maps/search/Rosario+Cocina+Mexicana/@52.3768074,4.8821277?authuser=0&hl=en&entry=ttu
Reviews: 537 reviews

Name: Caramba
Link: https://www.google.com/maps/search/Caramba/@52.3798166,4.8808922?authuser=0&hl=en&entry=ttu
Reviews: 505 reviews",https://mymenuweb.com/nl/restaurants/831209/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,020 891 5511,,Mr Haz Taco Bar (Owner),https://www.google.com/maps/contrib/106095630892790866094,https://lh3.ggpht.com/p/AF1QipP1B4R4cl0Yu4IAqBFsSHpeDs54jk7z8f8I6hQC=s1024,Mexican restaurant,"Mexican restaurant, Cocktail bar, Gastropub, Restaurant, Taco restaurant",5-11 pm,,Open All Days,"Egelantiersstraat 24, 1015 PM Amsterdam","cocktails, margarita, tequila, mezcal, pulled pork, patatas bravas, jerk chicken tacos, combinations, steak tacos, glass",https://www.google.com/maps/place/Mr+Haz+Taco+Bar/data=!4m7!3m6!1s0x47c609c55b4bce53:0x1b0ce6ccfa9a5430!8m2!3d52.3771853!4d4.8842137!16s%2Fg%2F11f105gqg9!19sChIJU85LW8UJxkcRMFSa-szmDBs?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJxVQU970JxkcRyLNhlo1sBwU,Agabi Santa Maria,"Mexicaans en Argentijns restaurant Agabi Santa Maria is sinds 2004 gelegen aan het Waterlooplein, in het levendige centrum van Amsterdam en wordt omringd door de beste en leukste theaters, musea en historische bezienswaardigheden van Amsterdam. We bevinden ons op slechts een steenworp afstand van culturele pareltjes zoals de Nationale Opera & Ballet, Hermitage, Carre en nog veel meer. We heten u van harte welkom om bij ons te genieten van een heerlijke maaltijd voor of na uw theater- of museumbezoek!",,254,3.9,"Name: Salsa Shop
Link: https://www.google.com/maps/search/Salsa+Shop/@52.3660742,4.8997138?authuser=0&hl=en&entry=ttu
Reviews: 1246 reviews

Name: Restaurant LaSantaMaria International Dinner
Link: https://www.google.com/maps/search/Restaurant+LaSantaMaria+International+Dinner/@52.3757575,4.9007979?authuser=0&hl=en&entry=ttu
Reviews: 1143 reviews

Name: Restaurant Mama Maria - Mexican & Steak
Link: https://www.google.com/maps/search/Restaurant+Mama+Maria+-+Mexican+%26+Steak/@52.376388899999995,4.8947221999999995?authuser=0&hl=en&entry=ttu
Reviews: 351 reviews

Name: Avram
Link: https://www.google.com/maps/search/Avram/@52.3666133,4.902072700000001?authuser=0&hl=en&entry=ttu
Reviews: 273 reviews

Name: La Santa Maria
Link: https://www.google.com/maps/search/La+Santa+Maria/@52.3637029,4.8762438999999995?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews",http://www.agabisantamaria.nl/,020 412 3183,,Agabi Santa Maria (Owner),https://www.google.com/maps/contrib/109528549579999379111,https://lh3.ggpht.com/p/AF1QipNTAZw93ax5tPovwcoEcUFdKB70vdOlELLjKChm=s1024,South American restaurant,"South American restaurant, Argentinian restaurant, Cocktail bar, Mexican restaurant",12-10 pm,,Open All Days,"Waterlooplein 361, 1011 PG Amsterdam","steak, owner, service, mexican food, beer, experience, fajitas, dinner, money, employees",https://www.google.com/maps/place/Agabi+Santa+Maria/data=!4m7!3m6!1s0x47c609bdf71454c5:0x5076c8d9661b3c8!8m2!3d52.3666224!4d4.9021167!16s%2Fg%2F1thp75sm!19sChIJxVQU970JxkcRyLNhlo1sBwU?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJ5wVqaCUJxkcRmLRjK1feEAo,Fiona,"Fiona, your go-to spot for Mexican cuisine in the heart of Warmoesstraat. Our menu is bursting with flavor, featuring all of your favorite dishes like tacos, nachos and quesadillas, as well as some of our own unique creations.

But it's not just the food that sets us apart - our atmosphere is just as vibrant and lively as the streets of Mexico. Our cozy and colorful interior, complete with traditional Mexican decor, will transport you south of the border.

So come on in, grab a seat, and let us take you on a culinary journey through Mexico. Whether you're in the mood for a quick bite or a full-on fiesta, Fiona has something for everyone. !Buen provecho!",,781,4.1,"Name: Los Pilones
Link: https://www.google.com/maps/search/Los+Pilones/@52.3650258,4.8863192?authuser=0&hl=en&entry=ttu
Reviews: 1742 reviews

Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Mexicaans Cafe-Restaurant La Margarita Amsterdam
Link: https://www.google.com/maps/search/Mexicaans+Cafe-Restaurant+La+Margarita+Amsterdam/@52.3692913,4.8930466?authuser=0&hl=en&entry=ttu
Reviews: 740 reviews

Name: Restaurant Mama Maria - Mexican & Steak
Link: https://www.google.com/maps/search/Restaurant+Mama+Maria+-+Mexican+%26+Steak/@52.376388899999995,4.8947221999999995?authuser=0&hl=en&entry=ttu
Reviews: 351 reviews

Name: Colima
Link: https://www.google.com/maps/search/Colima/@52.3613219,4.8990735?authuser=0&hl=en&entry=ttu
Reviews: 279 reviews",https://fiona.restaurant/,020 205 1095,,Fiona (Owner),https://www.google.com/maps/contrib/113515694948084788560,https://lh3.ggpht.com/p/AF1QipO1Ik4i1PyJ3MlWfY_jxuYkzQo3t5b3IUruCSDC=s1024,Mexican restaurant,"Mexican restaurant, Bar",5 pm-12 am,,Open All Days,"Warmoesstraat 14, 1012 JD Amsterdam","cocktails, evening, hotel, reservation, tuna tacos, hostel, small plates, tap water, interior, mojito",https://www.google.com/maps/place/Fiona/data=!4m7!3m6!1s0x47c60925686a05e7:0xa10de572b63b498!8m2!3d52.3762445!4d4.8990423!16s%2Fg%2F11rc4rkbnh!19sChIJ5wVqaCUJxkcRmLRjK1feEAo?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJB5j6Q5QJxkcRS-7zRxQeqww,De Margaritabar,"Discover the vibrant flavors of Latin and South America with our delicious food and drinks, right in the heart of Amsterdam. Our menu is perfect for sharing and pairing, best enjoyed with a refreshing margarita. Whether you're stopping by for just drinks or enjoying a full dining experience, your margarita journey starts here.",,475,4.7,"Name: Tacos & Tequila
Link: https://www.google.com/maps/search/Tacos+%26+Tequila/@52.363419799999996,4.885508199999999?authuser=0&hl=en&entry=ttu
Reviews: 2384 reviews

Name: Madre
Link: https://www.google.com/maps/search/Madre/@52.3782813,4.8815861?authuser=0&hl=en&entry=ttu
Reviews: 1302 reviews

Name: Mexicaans Cafe-Restaurant La Margarita Amsterdam
Link: https://www.google.com/maps/search/Mexicaans+Cafe-Restaurant+La+Margarita+Amsterdam/@52.3692913,4.8930466?authuser=0&hl=en&entry=ttu
Reviews: 740 reviews

Name: Tomatillo
Link: https://www.google.com/maps/search/Tomatillo/@52.360625399999996,4.8676978?authuser=0&hl=en&entry=ttu
Reviews: 347 reviews

Name: Mexican Restaurant
Link: https://www.google.com/maps/search/Mexican+Restaurant/@52.364385899999995,4.897919000000001?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",https://www.demargaritabar.nl/,06 39807198,,De Margaritabar (Owner),https://www.google.com/maps/contrib/110872266662839937743,https://lh3.ggpht.com/p/AF1QipPowALnHr7IDg7L-q_Nd3mKA-ADS9BYVaOXIWcN=s1024,Restaurant,"Restaurant, Bar",6-11 pm,,"Monday, Tuesday, Wednesday","Lange Leidsedwarsstraat 71A, 1017 NH Amsterdam","cocktails, atmosphere, mexican food, music, tequila, mezcal, evening, don omar, spritz, glass",https://www.google.com/maps/place/De+Margaritabar/data=!4m7!3m6!1s0x47c6099443fa9807:0xcab1e1447f3ee4b!8m2!3d52.3634851!4d4.8854103!16s%2Fg%2F11s769h2k_!19sChIJB5j6Q5QJxkcRS-7zRxQeqww?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJGdSIn2IJxkcRsgIlaQkS1W8,Mexican Restaurant,Restaurant Guadalupe MEXICAN@ STEAKHOUSE,,1154,3.9,"Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Sombrero Mexico Restaurant
Link: https://www.google.com/maps/search/Sombrero+Mexico+Restaurant/@52.3763911,4.8947388?authuser=0&hl=en&entry=ttu
Reviews: 1103 reviews

Name: Mexicaans Cafe-Restaurant La Margarita Amsterdam
Link: https://www.google.com/maps/search/Mexicaans+Cafe-Restaurant+La+Margarita+Amsterdam/@52.3692913,4.8930466?authuser=0&hl=en&entry=ttu
Reviews: 740 reviews

Name: Restaurant Mama Maria - Mexican & Steak
Link: https://www.google.com/maps/search/Restaurant+Mama+Maria+-+Mexican+%26+Steak/@52.376388899999995,4.8947221999999995?authuser=0&hl=en&entry=ttu
Reviews: 351 reviews",https://guadalupe-restaurant.nl/,020 420 6114,,Mexican Restaurant (Owner),https://www.google.com/maps/contrib/101250756746333633158,https://lh3.ggpht.com/p/AF1QipOLjDDXTPyqpthOKtHzfc5tP-WakxsVaWovdpiB=s1024,Restaurant,Restaurant,9 am-11 pm,,Open All Days,"Prins Hendrikkade 92, 1012 AE Amsterdam","mexican food, canal, english breakfast, amsterdam central, beans, oscar, schnitzel, ketchup, tourist trap, spare ribs",https://www.google.com/maps/place/Mexican+Restaurant/data=!4m7!3m6!1s0x47c609629f88d419:0x6fd51209692502b2!8m2!3d52.3766911!4d4.9020216!16s%2Fg%2F11j15jj9wf!19sChIJGdSIn2IJxkcRsgIlaQkS1W8?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJA0VFBakJxkcRLR1Ei7sWQ70,Rosario Cocina Mexicana,"Bij Rosario werken we met een kleine, regelmatig wisselende kaart, met gerechten uit de moderne Mexicaanse keuken, zoals we die zelf het liefste koken en eten.

At Rosario we work with a small, frequently changing, menu, with dishes from modern Mexican cuisine, the way we love to eat and cook it.",,537,4.5,"Name: Los Pilones
Link: https://www.google.com/maps/search/Los+Pilones/@52.3650258,4.8863192?authuser=0&hl=en&entry=ttu
Reviews: 1742 reviews

Name: Madre
Link: https://www.google.com/maps/search/Madre/@52.3782813,4.8815861?authuser=0&hl=en&entry=ttu
Reviews: 1302 reviews

Name: Caramba
Link: https://www.google.com/maps/search/Caramba/@52.3798166,4.8808922?authuser=0&hl=en&entry=ttu
Reviews: 505 reviews

Name: Burrito
Link: https://www.google.com/maps/search/Burrito/@52.371777599999994,4.873349?authuser=0&hl=en&entry=ttu
Reviews: 211 reviews

Name: Tres amigos
Link: https://www.google.com/maps/search/Tres+amigos/@52.3722892,4.8630971999999995?authuser=0&hl=en&entry=ttu
Reviews: 174 reviews",http://www.rosarioamsterdam.nl/,020 363 6437,,Rosario Cocina Mexicana (Owner),https://www.google.com/maps/contrib/110099848925411239794,https://lh3.ggpht.com/p/AF1QipO9m_ER9ZyqpkflsXYNwWYrhgErLkb1k4VQ3r9X=s1024,Mexican restaurant,Mexican restaurant,"1-4 pm, 6-10:30 pm",,"Tuesday, Wednesday, Thursday, Sunday","Tweede Egelantiersdwarsstraat 9 H, 1015 SB Amsterdam","chef, margaritas, tasting menu, aguachile, de suadero, courses, cochinita, ceviche, sharing, cauliflower",https://www.google.com/maps/place/Rosario+Cocina+Mexicana/data=!4m7!3m6!1s0x47c609a905454503:0xbd4316bb8b441d2d!8m2!3d52.3768074!4d4.8821277!16s%2Fg%2F11fr4g5zyc!19sChIJA0VFBakJxkcRLR1Ei7sWQ70?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJmQMpq_EJxkcR0yOwqQ9hBZI,Dutch Pancake Masters,Taste the pancakes between the paintings of the Dutch Masters. An unforgettable experience in the heart of Amsterdam!,1,2878,4.3,"Name: New Dutch Amsterdam
Link: https://www.google.com/maps/search/New+Dutch+Amsterdam/@52.377925399999995,4.8856157?authuser=0&hl=en&entry=ttu
Reviews: 1330 reviews

Name: Original Pancake
Link: https://www.google.com/maps/search/Original+Pancake/@52.3757033,4.8985369?authuser=0&hl=en&entry=ttu
Reviews: 772 reviews

Name: Pancake House Mondial
Link: https://www.google.com/maps/search/Pancake+House+Mondial/@52.3736652,4.8857851?authuser=0&hl=en&entry=ttu
Reviews: 770 reviews

Name: Dutch Pancake
Link: https://www.google.com/maps/search/Dutch+Pancake/@52.3731016,4.9012177999999995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",https://www.dutchpancakemasters.com/,,,Dutch Pancake Masters (Owner),https://www.google.com/maps/contrib/108948645981774024409,https://lh3.ggpht.com/p/AF1QipPuQuonOpp3pBjFa-JCRicQbpYDiQLFge1I6wGD=s1024,Creperie,Creperie,9 am-8 pm,,Open All Days,"Damrak 44, 1012 LK Amsterdam","poffertjes, dutch pancakes, fluffy pancakes, paintings, belgian chocolate, tourist trap, savoury pancakes, lemonade, pancake house, van gogh",https://www.google.com/maps/place/Dutch+Pancake+Masters/data=!4m7!3m6!1s0x47c609f1ab290399:0x9205610fa9b023d3!8m2!3d52.375658!4d4.895908!16s%2Fg%2F11h4kwg03x!19sChIJmQMpq_EJxkcR0yOwqQ9hBZI?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJ0SqUddUJxkcR8_CM6wAlBCI,Cantine de Caron,"Cantine de Caron, is het grootste restauarant van de familie Caron. Gelegen midden in het hart van het historische Westerpark. In het industriele decor van dit voormalige fabrieksgebouw geniet je van klassieke Franse gerechten met een mediterraan accent, omringd door de levendigheid van het Westergasterrein. Neem plaats binnen in de warme, rauwe ambiance van het monumentale pand of op ons zonnige terras met uitzicht op het park. Of je nu op zoek bent naar een gezellige lunch in de buurt of een uitgebreid diner, bij Cantine de Caron ben je altijd welkom.",1,664,4.3,"Name: Restaurant Bar Kantoor
Link: https://www.google.com/maps/search/Restaurant+Bar+Kantoor/@52.386606,4.875297?authuser=0&hl=en&entry=ttu
Reviews: 856 reviews

Name: Cafe Caron
Link: https://www.google.com/maps/search/Caf%C3%A9+Caron/@52.357372399999996,4.8887136?authuser=0&hl=en&entry=ttu
Reviews: 653 reviews

Name: Petit Caron
Link: https://www.google.com/maps/search/Petit+Caron/@52.3577624,4.888761?authuser=0&hl=en&entry=ttu
Reviews: 230 reviews

Name: Cancanteen
Link: https://www.google.com/maps/search/Cancanteen/@52.393952,4.87412?authuser=0&hl=en&entry=ttu
Reviews: 43 reviews

Name: Caron Group
Link: https://www.google.com/maps/search/Caron+Group/@52.375198999999995,4.8877808?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",https://restaurantscaron.nl/restaurant/cantine-de-caron/,020 225 0059,,Cantine de Caron (Owner),https://www.google.com/maps/contrib/114496450017455055726,https://lh3.ggpht.com/p/AF1QipN67jC7S78ugcTlZ6aqRYZyrD1jRmbPsPZFFNb4=s1024,Restaurant,"Restaurant, Diner, French restaurant, Lunch restaurant, Mediterranean restaurant",12 pm-1 am,,Open All Days,"Pazzanistraat 8, 1014 DB Amsterdam","wine, french, rib-eye, building, oysters, poussin, acoustics, cote de boeuf, tap water, sea bass",https://www.google.com/maps/place/Cantine+de+Caron/data=!4m7!3m6!1s0x47c609d575942ad1:0x22042500eb8cf0f3!8m2!3d52.386344!4d4.872817!16s%2Fg%2F11cn97tzq3!19sChIJ0SqUddUJxkcR8_CM6wAlBCI?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJjT5JJbkJxkcR1X80bE9OLf0,Poco Loco,"Op het gezelligste plein van hartje Amsterdam op 5 min loopafstand naar Centraal Station zit onze geweldige Traditionele Mexicaanse Cafe Restaurant , kom gezellig langs !",,1095,3.9,"Name: Restaurant Olijfje
Link: https://www.google.com/maps/search/Restaurant+Olijfje/@52.3687767,4.9054562?authuser=0&hl=en&entry=ttu
Reviews: 3231 reviews

Name: La Boca
Link: https://www.google.com/maps/search/La+Boca/@52.3725904,4.8913024?authuser=0&hl=en&entry=ttu
Reviews: 1829 reviews

Name: La Paella
Link: https://www.google.com/maps/search/La+Paella/@52.375458099999996,4.8985153?authuser=0&hl=en&entry=ttu
Reviews: 910 reviews

Name: El Pimpi Tapas
Link: https://www.google.com/maps/search/El+Pimpi+Tapas/@52.378357099999995,4.8940747?authuser=0&hl=en&entry=ttu
Reviews: 870 reviews

Name: Cafe Tapas Bar
Link: https://www.google.com/maps/search/Cafe+Tapas+Bar/@52.3779517,4.8959028?authuser=0&hl=en&entry=ttu
Reviews: 137 reviews",https://www.cafepocoloco.nl/,020 624 2937,,Poco Loco (Owner),https://www.google.com/maps/contrib/101156500355019494299,https://lh3.ggpht.com/p/AF1QipObvDzb3zU9r2o1qtdLvQk9FKAVzEqVlyk9nVBs=s1024,Diner,"Diner, Offal pot cooking restaurant, Pub",10 am-1 am,,Open All Days,"Nieuwmarkt 24, 1012 CR Amsterdam","cat, tapas, toilets, cocktails, nachos, tourist, cafe, terrace, mojito, the club sandwich",https://www.google.com/maps/place/Poco+Loco/data=!4m7!3m6!1s0x47c609b925493e8d:0xfd2d4e4f6c347fd5!8m2!3d52.3725559!4d4.8995894!16s%2Fg%2F1td2ynxw!19sChIJjT5JJbkJxkcR1X80bE9OLf0?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
ChIJqxbo_QoJxkcRAEE3VoeOygc,Colima,"Colima ""Cocina Mexicana"" - Mexican Soul and Mediterranean ingredients.",,279,4.2,"Name: The Mexican
Link: https://www.google.com/maps/search/The+Mexican/@52.3722646,4.8943848999999995?authuser=0&hl=en&entry=ttu
Reviews: 1348 reviews

Name: Salsa Shop
Link: https://www.google.com/maps/search/Salsa+Shop/@52.3660742,4.8997138?authuser=0&hl=en&entry=ttu
Reviews: 1246 reviews

Name: Alfonso's Mexican & Grill Restaurant
Link: https://www.google.com/maps/search/Alfonso's+Mexican+%26+Grill+Restaurant/@52.3647123,4.8980583?authuser=0&hl=en&entry=ttu
Reviews: 516 reviews

Name: La Condesa Taqueria
Link: https://www.google.com/maps/search/La+Condesa+Taqueria/@52.370919300000004,4.8873576?authuser=0&hl=en&entry=ttu
Reviews: 482 reviews

Name: Mexican Restaurant
Link: https://www.google.com/maps/search/Mexican+Restaurant/@52.364385899999995,4.897919000000001?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",http://www.colima.nl/,020 777 5744,,Colima (Owner),https://www.google.com/maps/contrib/111939970748922706834,https://lh3.ggpht.com/p/AF1QipP9tjDZY94QGYOA8NuKPj00bbrcfkxwUFtI3QmA=s1024,Mexican restaurant,Mexican restaurant,6-11 pm,,Tuesday,"Utrechtsestraat 128, 1017 VT Amsterdam","cocktails, mezcal, margaritas, pork belly, evening, share, the menu, lamb, octopus, party",https://www.google.com/maps/place/Colima/data=!4m7!3m6!1s0x47c6090afde816ab:0x7ca8e8756374100!8m2!3d52.3613219!4d4.8990735!16s%2Fg%2F11t0wpdwzn!19sChIJqxbo_QoJxkcRAEE3VoeOygc?authuser=0&hl=en&rclk=1,mexican restaurants amsterdam centrum
